filename	len	cols_conservative	cols_nongap	sp_idrs	sp_ats	sp_nongap	sp_atcomp
cras_c9452_g1_i1++.fasta	8	520	1010	raik_c18070_g2_i1,eury_eury_c14477_g1_i1,petz_comp27913_c0_seq1,rari_c10893_g1_i1,harp_c21988_g1_i1,minu_c30258_g1_i1,cras_c9452_g1_i1++,octo_c74259_g1_i1	679,698,662,634,538,652,669,734	1108,1145,1143,1124,1048,1098,1110,1101	0.612815884477,0.6096069869,0.5791776028,0.564056939502,0.513358778626,0.593806921676,0.602702702703,0.666666666667
octo_c23221_g1_i1.fasta	2	1006	1351	raik_c21529_g1_i1,octo_c23221_g1_i1	779,927	1360,1439	0.572794117647,0.644197359277
cras_c6479_g1_i1++.fasta	4	413	665	octo_c19590_g1_i1,harp_c25080_g1_i1,minu_c33309_g1_i1,cras_c6479_g1_i1++	491,379,473,488	730,681,742,758	0.672602739726,0.556534508076,0.637466307278,0.643799472296
foca_c5019_g1_i2.fasta	6	193	352	petz_comp2761_c0_seq1,rari_c3656_g1_i1,raik_c7356_g1_i2,foca_c5019_g1_i2,octo_c15787_g1_i1,harp_c26720_g1_i1	235,261,304,302,242,246	396,435,490,476,391,441	0.593434343434,0.6,0.620408163265,0.634453781513,0.618925831202,0.557823129252
cras_c10226_g1_i1++.fasta	9	184	345	minu_c10092_g1_i1,petz_comp2761_c0_seq2,cras_c10226_g1_i1++,eury_eury_c7168_g1_i3,raik_c7356_g1_i1,rari_c3656_g1_i2,harp_c26720_g1_i2,octo_c15787_g1_i2,foca_c5019_g1_i1	209,241,242,256,277,234,221,251,243	363,406,405,421,450,394,404,396,388	0.575757575758,0.593596059113,0.597530864198,0.608076009501,0.615555555556,0.593908629442,0.54702970297,0.633838383838,0.626288659794
cras_c24375_g1_i1++.fasta	5	849	1478	octo_c8316_g1_i1,eury_eury_c18988_g1_i1,harp_c59231_g1_i1,cras_c24375_g1_i1++,raik_c23158_g1_i1	922,768,776,830,856	1485,1498,1493,1498,1518	0.620875420875,0.512683578104,0.519758874749,0.554072096128,0.563899868248
cras_c1092_g1_i1++.fasta	7	660	1098	minu_c36742_g1_i1,octo_c21670_g1_i1,raik_c18474_g1_i1,cras_c1092_g1_i1++,petz_comp28172_c0_seq1,harp_c26137_g1_i1,eury_eury_c14315_g1_i1	722,770,699,736,698,598,716	1155,1179,1165,1175,1153,1116,1165	0.625108225108,0.653095843936,0.6,0.626382978723,0.60537727667,0.535842293907,0.614592274678
cras_c25067_g1_i1++.fasta	8	331	559	foca_c32575_g1_i1,harp_c26843_g1_i1,raik_c13097_g1_i1,rari_c4230_g1_i1,minu_c12569_g1_i1,eury_eury_c28997_g1_i1,octo_c24890_g1_i1,cras_c25067_g1_i1++	453,320,366,330,383,384,392,418	676,589,583,589,653,649,594,669	0.670118343195,0.543293718166,0.627787307033,0.560271646859,0.5865237366,0.591679506934,0.659932659933,0.624813153961
eury_eury_c19335_g1_i1.fasta	6	340	628	foca_c5129_g1_i1,eury_eury_c19335_g1_i1,harp_c26953_g1_i1,minu_c10209_g1_i1,octo_c34539_g1_i1,rari_c8387_g1_i1	466,425,346,410,447,392	696,724,638,665,676,677	0.669540229885,0.587016574586,0.542319749216,0.616541353383,0.66124260355,0.579025110783
cras_c7959_g1_i1++.fasta	7	254	471	harp_c27143_g1_i1,octo_c17123_g1_i1,cras_c7959_g1_i1++,foca_c29476_g1_i1,petz_comp27795_c0_seq1,minu_c14436_g2_i1,eury_eury_c2638_g1_i1	285,362,314,331,320,294,313	523,546,536,525,536,490,529	0.544933078394,0.663003663004,0.585820895522,0.630476190476,0.597014925373,0.6,0.59168241966
cras_c6353_g1_i1++.fasta	8	121	430	rari_c6376_g1_i1,eury_eury_c4051_g1_i1,cras_c6353_g1_i1++,foca_c29515_g1_i1,petz_comp28234_c0_seq1,harp_c2720_g1_i1,minu_c11526_g1_i1,octo_c82847_g1_i1	326,355,352,402,346,288,340,363	591,600,569,607,582,550,576,568	0.551607445008,0.591666666667,0.618629173989,0.662273476112,0.594501718213,0.523636363636,0.590277777778,0.639084507042
cras_c7030_g1_i1++.fasta	8	745	1295	octo_c24521_g1_i1,cras_c7030_g1_i1++,harp_c27887_g1_i1,eury_eury_c20716_g1_i1,raik_c24178_g2_i1,petz_comp17860_c0_seq1,rari_c19900_g1_i1,foca_c9236_g1_i1	1063,996,846,916,995,978,890,898	1575,1633,1549,1527,1587,1552,1568,1339	0.674920634921,0.609920391917,0.546158812137,0.599869024231,0.626969124134,0.630154639175,0.567602040816,0.670649738611
eury_eury_c5340_g1_i1.fasta	4	190	285	rari_c7352_g1_i1,raik_c10875_g1_i1,harp_c28096_g1_i1,eury_eury_c5340_g1_i1	174,223,198,210	306,363,354,354	0.56862745098,0.614325068871,0.559322033898,0.593220338983
cras_c25576_g1_i1++.fasta	4	204	337	cras_c25576_g1_i1++,foca_c31913_g1_i1,octo_c10717_g1_i1,minu_c11531_g1_i1	239,280,235,241	377,420,386,391	0.633952254642,0.666666666667,0.608808290155,0.616368286445
cras_c4287_g1_i1++.fasta	8	614	1135	cras_c4287_g1_i1++,minu_c16495_g1_i1,foca_c13440_g1_i1,petz_comp16805_c0_seq1,octo_c33685_g1_i1,eury_eury_c12627_g1_i1,harp_c35861_g1_i1,raik_c15682_g1_i2	799,757,758,837,855,745,712,732	1341,1317,1195,1435,1320,1354,1348,1314	0.595824011931,0.574791192103,0.634309623431,0.583275261324,0.647727272727,0.550221565731,0.528189910979,0.557077625571
harp_c28884_g1_i1.fasta	2	890	1192	harp_c28884_g1_i1,octo_c72914_g1_i1	636,858	1197,1229	0.531328320802,0.698128559805
cras_c21311_g1_i1++.fasta	7	724	1297	foca_c1600_g1_i1,cras_c21311_g1_i1++,eury_eury_c25064_g1_i1,octo_c22845_g1_i1,rari_c16813_g1_i1,minu_c31112_g1_i1,harp_c30266_g1_i1	860,827,812,918,743,820,781	1323,1367,1364,1344,1318,1359,1353	0.650037792895,0.604974396489,0.595307917889,0.683035714286,0.56373292868,0.603384841795,0.577235772358
octo_c59502_g1_i1.fasta	2	551	739	raik_c20004_g1_i1,octo_c59502_g1_i1	443,723	745,1084	0.594630872483,0.666974169742
eury_eury_c20666_g1_i1.fasta	5	233	371	rari_c6028_g1_i1,octo_c26092_g1_i1,petz_comp2763_c0_seq1,harp_c33360_g1_i1,eury_eury_c20666_g1_i1	233,307,236,241,244	390,452,383,428,398	0.597435897436,0.679203539823,0.616187989556,0.56308411215,0.613065326633
cras_c29138_g1_i1++.fasta	7	291	493	harp_c32795_g1_i1,cras_c29138_g1_i1++,eury_eury_c26948_g1_i1,minu_c21473_g1_i1,foca_c32248_g1_i1,rari_c4590_g1_i1,octo_c57986_g1_i1	307,341,344,345,378,325,375	559,579,579,563,597,570,598	0.549194991055,0.588946459413,0.594127806563,0.612788632327,0.633165829146,0.570175438596,0.627090301003
cras_c3964_g1_i1++.fasta	8	218	414	rari_c7014_g1_i1,octo_c14196_g1_i2,harp_c32279_g1_i1,raik_c8486_g1_i1,foca_c29834_g1_i1,eury_eury_c9788_g1_i1,cras_c3964_g1_i1++,minu_c12221_g1_i1	288,316,277,249,301,302,315,340	485,492,489,417,478,507,487,528	0.59381443299,0.642276422764,0.566462167689,0.597122302158,0.629707112971,0.595660749507,0.64681724846,0.643939393939
cras_c16680_g1_i1++.fasta	8	437	753	harp_c32693_g2_i1,cras_c16680_g1_i1++,minu_c37609_g1_i1,raik_c6466_g1_i1,rari_c8924_g1_i1,octo_c21554_g1_i1,foca_c28739_g1_i1,eury_eury_c13676_g1_i1	417,509,468,474,436,510,527,499	781,799,785,794,790,820,811,806	0.533930857875,0.637046307885,0.596178343949,0.596977329975,0.551898734177,0.621951219512,0.649815043157,0.619106699752
cras_c5179_g1_i1++.fasta	9	206	340	foca_c30877_g1_i1,rari_c8897_g1_i1,eury_eury_c7690_g1_i1,harp_c32855_g1_i1,minu_c12941_g1_i1,petz_comp21807_c0_seq1,raik_c11419_g1_i1,cras_c5179_g1_i1++,octo_c90383_g1_i1	250,271,220,228,243,217,218,240,276	398,447,397,396,415,379,372,396,417	0.628140703518,0.606263982103,0.554156171285,0.575757575758,0.585542168675,0.572559366755,0.586021505376,0.606060606061,0.661870503597
cras_c3000_g1_i1++.fasta	7	217	369	octo_c85274_g1_i1,eury_eury_c5363_g1_i1,minu_c23790_g1_i1,harp_c34651_g1_i1,rari_c9352_g1_i1,cras_c3000_g1_i1++,foca_c491_g1_i1	335,302,294,243,270,303,228	524,535,510,490,509,524,386	0.639312977099,0.564485981308,0.576470588235,0.495918367347,0.530451866405,0.578244274809,0.59067357513
cras_c6855_g1_i1++.fasta	7	591	922	cras_c6855_g1_i1++,harp_c38228_g1_i1,rari_c17110_g1_i1,petz_comp5431_c0_seq1,octo_c17595_g1_i1,minu_c19702_g1_i1,eury_eury_c8546_g1_i1	882,744,769,827,585,807,831	1443,1403,1445,1440,932,1440,1427	0.611226611227,0.530292230934,0.532179930796,0.574305555556,0.627682403433,0.560416666667,0.582340574632
eury_eury_c20976_g1_i1.fasta	5	419	665	harp_c35740_g1_i1,octo_c24709_g1_i1,eury_eury_c20976_g1_i1,minu_c33769_g1_i1,rari_c6511_g1_i1	363,447,405,383,369	701,749,710,697,690	0.517831669044,0.596795727637,0.570422535211,0.54949784792,0.534782608696
harp_c33973_g2_i1.fasta	2	718	958	octo_c45705_g1_i1,harp_c33973_g2_i1	763,522	1103,958	0.691749773345,0.544885177453
cras_c4049_g1_i1++.fasta	5	466	742	eury_eury_c21519_g1_i1,petz_comp2778_c0_seq1,cras_c4049_g1_i1++,minu_c14255_g1_i1,rari_c9261_g1_i1	496,467,537,491,421	807,801,884,825,766	0.614622057001,0.583021223471,0.607466063348,0.595151515152,0.549608355091
eury_eury_c10234_g1_i1.fasta	7	481	921	raik_c12430_g1_i1,harp_c37100_g1_i1,minu_c23491_g1_i1,rari_c9906_g1_i1,foca_c267_g1_i1,octo_c21960_g1_i1,eury_eury_c10234_g1_i1	589,445,591,536,592,641,552	989,974,990,956,956,999,977	0.595551061678,0.456878850103,0.59696969697,0.560669456067,0.619246861925,0.641641641642,0.564994882293
eury_eury_c11079_g1_i1.fasta	6	570	1031	octo_c33576_g1_i1,rari_c14024_g1_i1,harp_c34298_g1_i1,eury_eury_c11079_g1_i1,raik_c17963_g1_i1,petz_comp29261_c0_seq1	743,602,572,629,641,723	1075,1080,1052,1089,1059,1212	0.691162790698,0.557407407407,0.543726235741,0.577594123049,0.605288007554,0.596534653465
cras_c5224_g1_i1++.fasta	7	523	978	minu_c4872_g1_i1,foca_c32369_g1_i1,octo_c32354_g1_i1,rari_c12291_g1_i1,cras_c5224_g1_i1++,eury_eury_c7263_g1_i1,harp_c36470_g1_i1	549,613,658,532,598,582,557	998,1007,1040,1027,1040,1056,1065	0.550100200401,0.608738828203,0.632692307692,0.518013631938,0.575,0.551136363636,0.523004694836
harp_c35355_g1_i1.fasta	2	730	972	octo_c46530_g1_i1,harp_c35355_g1_i1	610,543	981,984	0.621814475025,0.551829268293
cras_c19105_g1_i1++.fasta	8	357	638	octo_c13040_g1_i1,rari_c10235_g1_i1,minu_c33249_g1_i1,foca_c29971_g1_i1,harp_c35919_g1_i1,eury_eury_c8988_g1_i1,cras_c19105_g1_i1++,raik_c12721_g2_i1	458,398,405,464,351,391,464,420	709,708,679,718,674,698,731,690	0.645980253879,0.562146892655,0.59646539028,0.646239554318,0.520771513353,0.560171919771,0.634746922025,0.608695652174
harp_c35937_g1_i1.fasta	2	287	530	harp_c35937_g1_i1,octo_c48297_g1_i1	335,435	657,685	0.509893455099,0.63503649635
harp_c35991_g2_i1.fasta	2	440	579	harp_c35991_g2_i1,octo_c19220_g1_i1	330,437	579,637	0.569948186528,0.686028257457
cras_c6485_g1_i1++.fasta	8	360	652	eury_eury_c8192_g1_i1,minu_c27303_g1_i1,harp_c36114_g1_i1,cras_c6485_g1_i1++,foca_c4730_g1_i1,octo_c71935_g1_i1,petz_comp28256_c0_seq1,rari_c8411_g1_i1	428,435,381,413,445,466,406,371	723,725,683,700,689,692,723,683	0.591977869986,0.6,0.557833089312,0.59,0.645863570392,0.673410404624,0.561549100968,0.543191800878
cras_c24545_g1_i1++.fasta	8	299	511	foca_c30804_g1_i1,rari_c7334_g1_i1,cras_c24545_g1_i1++,petz_comp27756_c0_seq1,eury_eury_c12821_g1_i1,harp_c36998_g1_i1,octo_c45062_g1_i1,minu_c26780_g1_i1	361,279,336,323,318,291,328,308	555,537,552,559,563,569,538,529	0.65045045045,0.519553072626,0.608695652174,0.577817531306,0.564831261101,0.511423550088,0.609665427509,0.582230623819
cras_c2913_g1_i1++.fasta	6	196	522	minu_c29989_g1_i1,foca_c30756_g1_i1,harp_c36544_g1_i1,cras_c2913_g1_i1++,octo_c82744_g1_i1,petz_comp27817_c0_seq1	384,443,336,374,393,361	636,677,624,624,620,610	0.603773584906,0.65435745938,0.538461538462,0.599358974359,0.633870967742,0.591803278689
cras_c9588_g1_i1++.fasta	7	331	591	harp_c36585_g1_i1,octo_c45629_g1_i1,eury_eury_c1833_g1_i1,rari_c3761_g1_i1,foca_c31419_g1_i1,minu_c36808_g1_i1,cras_c9588_g1_i1++	363,442,397,374,404,381,367	654,698,655,652,616,628,637	0.55504587156,0.63323782235,0.606106870229,0.573619631902,0.655844155844,0.606687898089,0.576138147567
harp_c36781_g3_i1.fasta	2	267	335	octo_c69243_g1_i1,harp_c36781_g3_i1	214,327	335,609	0.638805970149,0.536945812808
cras_c6591_g1_i1++.fasta	9	762	1383	foca_c7473_g1_i1,minu_c24234_g1_i1,eury_eury_c7462_g1_i1,harp_c36828_g2_i1,rari_c13940_g1_i1,petz_comp28635_c0_seq1,octo_c47106_g1_i1,cras_c6591_g1_i1++,raik_c22817_g1_i1	937,900,859,735,816,828,935,833,918	1428,1485,1493,1460,1492,1451,1475,1513,1475	0.656162464986,0.606060606061,0.575351640991,0.503424657534,0.54691689008,0.570640937285,0.633898305085,0.550561797753,0.622372881356
eury_eury_c19054_g1_i1.fasta	3	566	870	harp_c36837_g1_i1,eury_eury_c19054_g1_i1,octo_c11140_g1_i1	434,499,543	877,909,899	0.494868871152,0.54895489549,0.604004449388
cras_c24471_g1_i1++.fasta	6	148	455	foca_c29362_g1_i1,harp_c37769_g1_i2,cras_c24471_g1_i1++,raik_c20881_g4_i1,minu_c12151_g1_i1,petz_comp27776_c0_seq1	388,273,370,338,352,308	607,527,617,598,572,537	0.6392092257,0.518026565465,0.599675850891,0.565217391304,0.615384615385,0.57355679702
eury_eury_c6038_g1_i1.fasta	8	597	1097	rari_c8774_g1_i1,raik_c15218_g2_i1,petz_comp27997_c0_seq1,minu_c26706_g1_i1,octo_c16415_g1_i1,foca_c32340_g1_i1,eury_eury_c6038_g1_i1,harp_c37270_g1_i1	653,673,658,676,729,761,700,634	1191,1132,1117,1166,1189,1202,1209,1193	0.548278757347,0.594522968198,0.589077887198,0.579759862779,0.613120269134,0.633111480865,0.578990901572,0.531433361274
harp_c37350_g2_i1.fasta	2	920	1199	harp_c37350_g2_i1,octo_c70584_g1_i1	645,924	1200,1426	0.5375,0.647966339411
cras_c5938_g1_i2++.fasta	6	322	510	harp_c37393_g1_i2,rari_c24328_g1_i1,cras_c5938_g1_i2++,foca_c31467_g1_i1,minu_c8567_g1_i1,octo_c19567_g1_i1	297,318,342,349,357,378	528,540,558,549,593,568	0.5625,0.588888888889,0.612903225806,0.635701275046,0.602023608769,0.665492957746
eury_eury_c28489_g1_i1.fasta	5	250	394	petz_comp2748_c0_seq1,eury_eury_c28489_g1_i1,harp_c37399_g2_i1,octo_c58328_g1_i1,rari_c4588_g1_i1	310,286,259,342,253	494,449,420,497,428	0.627530364372,0.636971046771,0.616666666667,0.688128772636,0.591121495327
cras_c5828_g1_i1++.fasta	3	330	499	harp_c37516_g1_i1,cras_c5828_g1_i1++,octo_c19992_g1_i1	273,399,402	510,609,607	0.535294117647,0.655172413793,0.662273476112
harp_c37569_g1_i1.fasta	2	212	422	harp_c37569_g1_i1,octo_c32784_g1_i1	252,305	464,461	0.543103448276,0.661605206074
cras_c4222_g1_i1++.fasta	9	442	713	foca_c12492_g1_i1,cras_c4222_g1_i1++,minu_c1905_g1_i1,rari_c7903_g1_i1,octo_c47039_g1_i1,harp_c37574_g2_i1,petz_comp28099_c0_seq1,raik_c13871_g1_i1,eury_eury_c13243_g1_i1	470,483,477,498,611,537,547,552,485	755,805,853,944,997,1012,1003,1004,871	0.622516556291,0.6,0.559202813599,0.527542372881,0.612838515547,0.530632411067,0.545363908275,0.549800796813,0.556831228473
cras_c5342_g1_i1++.fasta	8	898	1652	harp_c37602_g1_i1,petz_comp16629_c0_seq1,rari_c26579_g1_i1,octo_c32430_g1_i1,eury_eury_c13827_g1_i1,raik_c21812_g2_i1,cras_c5342_g1_i1++,minu_c30603_g1_i1	866,990,883,1113,955,977,1005,934	1677,1695,1679,1695,1699,1658,1702,1688	0.516398330352,0.58407079646,0.525908278737,0.656637168142,0.562095350206,0.589264173703,0.590481786134,0.553317535545
eury_eury_c13774_g1_i1.fasta	5	626	1044	minu_c19233_g1_i1,raik_c20544_g1_i1,octo_c21672_g1_i1,harp_c37689_g2_i1,eury_eury_c13774_g1_i1	615,648,684,551,611	1078,1081,1089,1061,1071	0.570500927644,0.599444958372,0.628099173554,0.51932139491,0.570494864613
cras_c24723_g1_i1++.fasta	8	499	972	eury_eury_c14978_g1_i1,raik_c17852_g1_i1,harp_c37748_g2_i1,minu_c27212_g1_i1,octo_c33964_g1_i1,foca_c30139_g1_i1,rari_c3738_g1_i1,cras_c24723_g1_i1++	618,635,526,613,673,599,547,612	1034,1028,1002,1009,1029,1000,1020,1036	0.597678916828,0.617704280156,0.5249500998,0.607532210109,0.654033041788,0.599,0.536274509804,0.590733590734
eury_eury_c7903_g1_i1.fasta	8	461	827	petz_comp28089_c0_seq1,harp_c38114_g1_i1,eury_eury_c7903_g1_i1,octo_c37369_g1_i1,minu_c24485_g1_i1,raik_c13937_g1_i1,foca_c30152_g1_i1,rari_c14970_g1_i1	527,416,539,578,516,504,543,488	855,851,892,908,877,866,854,869	0.616374269006,0.48883666275,0.604260089686,0.636563876652,0.588369441277,0.581986143187,0.635831381733,0.561565017261
cras_c21731_g1_i1++.fasta	8	291	513	minu_c36821_g1_i1,harp_c37809_g2_i1,raik_c10353_g1_i1,octo_c38101_g1_i1,petz_comp25545_c0_seq1,rari_c4756_g1_i1,cras_c21731_g1_i1++,eury_eury_c5899_g1_i1	333,302,331,381,364,319,343,343	546,561,546,587,612,551,574,568	0.60989010989,0.538324420677,0.606227106227,0.649063032368,0.59477124183,0.578947368421,0.59756097561,0.603873239437
cras_c26903_g1_i1++.fasta	9	411	674	foca_c10146_g1_i1,minu_c17038_g1_i1,eury_eury_c10358_g1_i1,cras_c26903_g1_i1++,rari_c8161_g1_i1,octo_c20372_g1_i1,petz_comp27999_c0_seq1,raik_c9528_g1_i1,harp_c37820_g1_i1	445,431,443,441,413,473,425,468,392	683,711,724,730,712,716,698,766,697	0.651537335286,0.606188466948,0.611878453039,0.604109589041,0.580056179775,0.66061452514,0.60888252149,0.610966057441,0.562410329986
cras_c3306_g1_i2++.fasta	4	578	1057	harp_c37986_g1_i2,raik_c19423_g1_i1,cras_c3306_g1_i2++,octo_c46652_g1_i1	493,698,685,726	1072,1202,1159,1188	0.459888059701,0.580698835275,0.591026747196,0.611111111111
cras_c6363_g1_i1++.fasta	9	261	489	octo_c72071_g1_i1,minu_c30067_g1_i1,petz_comp27968_c0_seq1,raik_c20881_g5_i1,eury_eury_c8817_g1_i1,foca_c5006_g1_i1,harp_c38058_g2_i1,cras_c6363_g1_i1++,rari_c8628_g1_i1	334,334,297,354,345,327,295,302,337	555,570,511,579,590,530,537,556,581	0.601801801802,0.585964912281,0.581213307241,0.611398963731,0.584745762712,0.616981132075,0.549348230912,0.543165467626,0.580034423408
eury_eury_c6111_g1_i1.fasta	4	115	389	harp_c38105_g1_i2,eury_eury_c6111_g1_i1,octo_c34796_g1_i1,rari_c3258_g1_i1	234,306,322,260	458,518,515,454	0.510917030568,0.590733590734,0.625242718447,0.57268722467
eury_eury_c2568_g1_i1.fasta	7	698	1328	petz_comp5419_c0_seq1,raik_c22408_g4_i1,minu_c37697_g1_i1,eury_eury_c2568_g1_i1,octo_c86391_g1_i1,harp_c38139_g1_i1,rari_c14173_g1_i1	787,815,805,778,909,656,753	1407,1421,1427,1424,1481,1388,1427	0.55934612651,0.573539760732,0.564120532586,0.546348314607,0.613774476705,0.472622478386,0.527680448493
octo_c19351_g1_i1.fasta	2	449	575	raik_c9102_g1_i1,octo_c19351_g1_i1	338,376	589,586	0.573853989813,0.641638225256
cras_c4002_g1_i1++.fasta	4	456	803	cras_c4002_g1_i1++,harp_c38258_g1_i1,octo_c1931_g1_i1,foca_c29744_g1_i1	510,480,598,545	843,923,930,854	0.604982206406,0.520043336945,0.643010752688,0.638173302108
cras_c5906_g2_i1++.fasta	8	594	1079	eury_eury_c23268_g1_i1,foca_c4419_g2_i1,rari_c13413_g1_i1,raik_c21262_g1_i1,octo_c33764_g1_i1,minu_c16057_g1_i1,cras_c5906_g2_i1++,harp_c38446_g1_i1	931,651,618,936,1058,881,1032,843	1665,1090,1217,1647,1650,1652,1694,1616	0.559159159159,0.597247706422,0.507806080526,0.568306010929,0.641212121212,0.533292978208,0.609208972845,0.521658415842
cras_c6179_g1_i1++.fasta	6	332	1107	minu_c23347_g1_i1,eury_eury_c9241_g1_i1,harp_c38457_g1_i1,octo_c17301_g1_i1,rari_c24320_g1_i1,cras_c6179_g1_i1++	688,710,658,802,642,764	1293,1325,1307,1308,1285,1332	0.532095901005,0.535849056604,0.503442999235,0.613149847095,0.499610894942,0.573573573574
cras_c7945_g1_i1++.fasta	8	432	727	cras_c7945_g1_i1++,petz_comp22674_c0_seq1,raik_c19404_g1_i1,eury_eury_c13242_g1_i1,harp_c38515_g2_i1,minu_c23990_g1_i1,octo_c18362_g2_i1,rari_c13440_g1_i1	602,459,701,734,628,712,808,710	962,786,1203,1255,1232,1248,1234,1243	0.62577962578,0.583969465649,0.582709891937,0.584860557769,0.50974025974,0.570512820513,0.654781199352,0.571198712792
cras_c4724_g1_i1.fasta	9	192	297	foca_c32568_g1_i1,octo_c59341_g1_i1,eury_eury_c7240_g1_i1,raik_c10434_g1_i1,minu_c36957_g1_i1,petz_comp27922_c0_seq1,cras_c4724_g1_i1,rari_c6130_g1_i1,harp_c38546_g1_i1	236,218,224,197,236,218,244,229,173	354,350,366,341,372,348,378,376,340	0.666666666667,0.622857142857,0.612021857923,0.577712609971,0.634408602151,0.626436781609,0.645502645503,0.609042553191,0.508823529412
eury_eury_c16091_g1_i1.fasta	3	900	1295	octo_c23287_g1_i1,eury_eury_c16091_g1_i1,harp_c38697_g1_i1	892,789,709	1366,1318,1295	0.653001464129,0.598634294385,0.54749034749
cras_c4760_g1_i1+cras_comp4765_c0_seq1+.fasta	7	742	1226	eury_eury_c24887_g1_i1,petz_comp5464_c0_seq1,rari_c7827_g1_i1,minu_c36633_g1_i1,cras_c4760_g1_i1+cras_comp4765_c0_seq1+,harp_c38702_g1_i1,octo_c20512_g1_i1	717,701,670,697,706,650,784	1292,1254,1290,1263,1277,1298,1282	0.554953560372,0.559011164274,0.519379844961,0.551860649248,0.552858261551,0.500770416025,0.611544461778
