filename	len	cols_conservative	cols_nongap	sp_idrs	sp_ats	sp_nongap	sp_atcomp
cras_c1280_g1_i1++.fasta	2	530	726	harp_c14199_g1_i1,minu_c36868_g1_i1	408,486	733,794	0.556616643929,0.612090680101
cras_c1280_g1_i1++.fasta	2	515	722	rari_c8620_g1_i1,petz_comp27888_c0_seq1	416,482	747,779	0.556894243641,0.618741976893
cras_c1280_g1_i1++.fasta	2	537	753	petz_comp27888_c0_seq1,foca_c30092_g1_i1	482,495	779,787	0.618741976893,0.628970775095
cras_c1280_g1_i1++.fasta	2	523	741	cras_c1280_g1_i1++,petz_comp27888_c0_seq1	471,482	777,779	0.606177606178,0.618741976893
cras_c1280_g1_i1++.fasta	2	522	745	octo_c45647_g1_i1,petz_comp27888_c0_seq1	518,482	790,779	0.655696202532,0.618741976893
cras_c1280_g1_i1++.fasta	2	528	747	petz_comp27888_c0_seq1,minu_c36868_g1_i1	482,486	779,794	0.618741976893,0.612090680101
cras_c1280_g1_i1++.fasta	2	523	722	rari_c8620_g1_i1,foca_c30092_g1_i1	416,495	747,787	0.556894243641,0.628970775095
cras_c1280_g1_i1++.fasta	2	545	734	cras_c1280_g1_i1++,rari_c8620_g1_i1	471,416	777,747	0.606177606178,0.556894243641
cras_c1280_g1_i1++.fasta	2	529	724	rari_c8620_g1_i1,octo_c45647_g1_i1	416,518	747,790	0.556894243641,0.655696202532
cras_c1280_g1_i1++.fasta	2	555	735	rari_c8620_g1_i1,minu_c36868_g1_i1	416,486	747,794	0.556894243641,0.612090680101
cras_c1280_g1_i1++.fasta	2	577	752	cras_c1280_g1_i1++,foca_c30092_g1_i1	471,495	777,787	0.606177606178,0.628970775095
cras_c1280_g1_i1++.fasta	2	544	758	octo_c45647_g1_i1,foca_c30092_g1_i1	518,495	790,787	0.655696202532,0.628970775095
cras_c1280_g1_i1++.fasta	2	595	762	foca_c30092_g1_i1,minu_c36868_g1_i1	495,486	787,794	0.628970775095,0.612090680101
cras_c1280_g1_i1++.fasta	2	544	749	cras_c1280_g1_i1++,octo_c45647_g1_i1	471,518	777,790	0.606177606178,0.655696202532
cras_c1280_g1_i1++.fasta	2	619	773	cras_c1280_g1_i1++,minu_c36868_g1_i1	471,486	777,794	0.606177606178,0.612090680101
cras_c1280_g1_i1++.fasta	2	540	759	octo_c45647_g1_i1,minu_c36868_g1_i1	518,486	790,794	0.655696202532,0.612090680101
eury_eury_c9177_g1_i1.fasta	2	357	436	rari_c8891_g1_i1,harp_c14794_g2_i1	294,218	550,436	0.534545454545,0.5
eury_eury_c9177_g1_i1.fasta	2	429	543	rari_c8891_g1_i1,petz_comp28847_c0_seq1	294,334	550,553	0.534545454545,0.603978300181
eury_eury_c9177_g1_i1.fasta	2	425	545	rari_c8891_g1_i1,eury_eury_c9177_g1_i1	294,345	550,570	0.534545454545,0.605263157895
eury_eury_c9177_g1_i1.fasta	2	412	533	rari_c8891_g1_i1,raik_c13020_g1_i1	294,329	550,534	0.534545454545,0.616104868914
eury_eury_c9177_g1_i1.fasta	2	398	544	rari_c8891_g1_i1,octo_c34495_g1_i1	294,369	550,558	0.534545454545,0.661290322581
eury_eury_c9177_g1_i1.fasta	2	341	436	harp_c14794_g2_i1,petz_comp28847_c0_seq1	218,334	436,553	0.5,0.603978300181
eury_eury_c9177_g1_i1.fasta	2	347	436	harp_c14794_g2_i1,eury_eury_c9177_g1_i1	218,345	436,570	0.5,0.605263157895
eury_eury_c9177_g1_i1.fasta	2	325	436	harp_c14794_g2_i1,raik_c13020_g1_i1	218,329	436,534	0.5,0.616104868914
eury_eury_c9177_g1_i1.fasta	2	340	436	harp_c14794_g2_i1,octo_c34495_g1_i1	218,369	436,558	0.5,0.661290322581
eury_eury_c9177_g1_i1.fasta	2	429	538	petz_comp28847_c0_seq1,eury_eury_c9177_g1_i1	334,345	553,570	0.603978300181,0.605263157895
eury_eury_c9177_g1_i1.fasta	2	421	528	raik_c13020_g1_i1,petz_comp28847_c0_seq1	329,334	534,553	0.616104868914,0.603978300181
eury_eury_c9177_g1_i1.fasta	2	424	553	petz_comp28847_c0_seq1,octo_c34495_g1_i1	334,369	553,558	0.603978300181,0.661290322581
eury_eury_c9177_g1_i1.fasta	2	421	534	raik_c13020_g1_i1,eury_eury_c9177_g1_i1	329,345	534,570	0.616104868914,0.605263157895
eury_eury_c9177_g1_i1.fasta	2	414	540	octo_c34495_g1_i1,eury_eury_c9177_g1_i1	369,345	558,570	0.661290322581,0.605263157895
eury_eury_c9177_g1_i1.fasta	2	421	530	raik_c13020_g1_i1,octo_c34495_g1_i1	329,369	534,558	0.616104868914,0.661290322581
cras_c5677_g1_i1++.fasta	2	567	713	harp_c6007_g1_i1,rari_c6594_g1_i1	393,411	753,742	0.521912350598,0.553908355795
cras_c5677_g1_i1++.fasta	2	522	735	harp_c6007_g1_i1,foca_c29653_g1_i1	393,462	753,758	0.521912350598,0.609498680739
cras_c5677_g1_i1++.fasta	2	550	729	cras_c5677_g1_i1++,harp_c6007_g1_i1	439,393	761,753	0.576872536137,0.521912350598
cras_c5677_g1_i1++.fasta	2	545	713	minu_c12988_g1_i1,harp_c6007_g1_i1	436,393	745,753	0.585234899329,0.521912350598
cras_c5677_g1_i1++.fasta	2	567	722	harp_c6007_g1_i1,octo_c83021_g1_i1	393,456	753,724	0.521912350598,0.629834254144
cras_c5677_g1_i1++.fasta	2	553	721	rari_c6594_g1_i1,foca_c29653_g1_i1	411,462	742,758	0.553908355795,0.609498680739
cras_c5677_g1_i1++.fasta	2	600	735	cras_c5677_g1_i1++,rari_c6594_g1_i1	439,411	761,742	0.576872536137,0.553908355795
cras_c5677_g1_i1++.fasta	2	602	730	minu_c12988_g1_i1,rari_c6594_g1_i1	436,411	745,742	0.585234899329,0.553908355795
cras_c5677_g1_i1++.fasta	2	532	701	octo_c83021_g1_i1,rari_c6594_g1_i1	456,411	724,742	0.629834254144,0.553908355795
cras_c5677_g1_i1++.fasta	2	569	745	cras_c5677_g1_i1++,foca_c29653_g1_i1	439,462	761,758	0.576872536137,0.609498680739
cras_c5677_g1_i1++.fasta	2	578	722	minu_c12988_g1_i1,foca_c29653_g1_i1	436,462	745,758	0.585234899329,0.609498680739
cras_c5677_g1_i1++.fasta	2	523	719	octo_c83021_g1_i1,foca_c29653_g1_i1	456,462	724,758	0.629834254144,0.609498680739
cras_c5677_g1_i1++.fasta	2	630	738	cras_c5677_g1_i1++,minu_c12988_g1_i1	439,436	761,745	0.576872536137,0.585234899329
cras_c5677_g1_i1++.fasta	2	543	721	cras_c5677_g1_i1++,octo_c83021_g1_i1	439,456	761,724	0.576872536137,0.629834254144
cras_c5677_g1_i1++.fasta	2	523	705	minu_c12988_g1_i1,octo_c83021_g1_i1	436,456	745,724	0.585234899329,0.629834254144
cras_c1667_g1_i1++.fasta	2	433	568	harp_c25613_g1_i1,rari_c3652_g1_i1	323,321	606,571	0.53300330033,0.562171628722
cras_c1667_g1_i1++.fasta	2	417	590	harp_c25613_g1_i1,raik_c10006_g1_i1	323,343	606,598	0.53300330033,0.573578595318
cras_c1667_g1_i1++.fasta	2	418	584	harp_c25613_g1_i1,eury_eury_c5836_g1_i1	323,349	606,601	0.53300330033,0.580698835275
cras_c1667_g1_i1++.fasta	2	412	558	harp_c25613_g1_i1,cras_c1667_g1_i1++	323,335	606,576	0.53300330033,0.581597222222
cras_c1667_g1_i1++.fasta	2	426	592	harp_c25613_g1_i1,foca_c30119_g1_i1	323,374	606,609	0.53300330033,0.614121510673
cras_c1667_g1_i1++.fasta	2	453	598	harp_c25613_g1_i1,octo_c58322_g1_i1	323,393	606,617	0.53300330033,0.636952998379
cras_c1667_g1_i1++.fasta	2	421	564	rari_c3652_g1_i1,raik_c10006_g1_i1	321,343	571,598	0.562171628722,0.573578595318
cras_c1667_g1_i1++.fasta	2	430	565	rari_c3652_g1_i1,eury_eury_c5836_g1_i1	321,349	571,601	0.562171628722,0.580698835275
cras_c1667_g1_i1++.fasta	2	451	558	cras_c1667_g1_i1++,rari_c3652_g1_i1	335,321	576,571	0.581597222222,0.562171628722
cras_c1667_g1_i1++.fasta	2	455	571	foca_c30119_g1_i1,rari_c3652_g1_i1	374,321	609,571	0.614121510673,0.562171628722
cras_c1667_g1_i1++.fasta	2	428	567	rari_c3652_g1_i1,octo_c58322_g1_i1	321,393	571,617	0.562171628722,0.636952998379
cras_c1667_g1_i1++.fasta	2	405	574	raik_c10006_g1_i1,eury_eury_c5836_g1_i1	343,349	598,601	0.573578595318,0.580698835275
cras_c1667_g1_i1++.fasta	2	401	554	cras_c1667_g1_i1++,raik_c10006_g1_i1	335,343	576,598	0.581597222222,0.573578595318
cras_c1667_g1_i1++.fasta	2	415	579	foca_c30119_g1_i1,raik_c10006_g1_i1	374,343	609,598	0.614121510673,0.573578595318
cras_c1667_g1_i1++.fasta	2	416	582	raik_c10006_g1_i1,octo_c58322_g1_i1	343,393	598,617	0.573578595318,0.636952998379
cras_c1667_g1_i1++.fasta	2	425	567	cras_c1667_g1_i1++,eury_eury_c5836_g1_i1	335,349	576,601	0.581597222222,0.580698835275
cras_c1667_g1_i1++.fasta	2	427	591	foca_c30119_g1_i1,eury_eury_c5836_g1_i1	374,349	609,601	0.614121510673,0.580698835275
cras_c1667_g1_i1++.fasta	2	441	594	octo_c58322_g1_i1,eury_eury_c5836_g1_i1	393,349	617,601	0.636952998379,0.580698835275
cras_c1667_g1_i1++.fasta	2	453	565	cras_c1667_g1_i1++,foca_c30119_g1_i1	335,374	576,609	0.581597222222,0.614121510673
cras_c1667_g1_i1++.fasta	2	406	568	cras_c1667_g1_i1++,octo_c58322_g1_i1	335,393	576,617	0.581597222222,0.636952998379
cras_c1667_g1_i1++.fasta	2	437	595	foca_c30119_g1_i1,octo_c58322_g1_i1	374,393	609,617	0.614121510673,0.636952998379
harp_c18311_g2_i1.fasta	2	534	695	octo_c8155_g1_i1,harp_c18311_g2_i1	445,459	727,924	0.612104539202,0.496753246753
eury_eury_c417_g1_i1.fasta	2	404	529	octo_c9978_g1_i1,eury_eury_c417_g1_i1	348,316	559,571	0.622540250447,0.553415061296
eury_eury_c417_g1_i1.fasta	2	395	511	octo_c9978_g1_i1,harp_c25355_g1_i1	348,287	559,523	0.622540250447,0.548757170172
eury_eury_c417_g1_i1.fasta	2	392	514	octo_c9978_g1_i1,foca_c30040_g1_i1	348,321	559,529	0.622540250447,0.606805293006
eury_eury_c417_g1_i1.fasta	2	403	536	octo_c9978_g1_i1,minu_c7966_g1_i1	348,364	559,597	0.622540250447,0.609715242881
eury_eury_c417_g1_i1.fasta	2	402	535	octo_c9978_g1_i1,rari_c2239_g1_i1	348,313	559,569	0.622540250447,0.550087873462
eury_eury_c417_g1_i1.fasta	2	402	516	eury_eury_c417_g1_i1,harp_c25355_g1_i1	316,287	571,523	0.553415061296,0.548757170172
eury_eury_c417_g1_i1.fasta	2	417	519	eury_eury_c417_g1_i1,foca_c30040_g1_i1	316,321	571,529	0.553415061296,0.606805293006
eury_eury_c417_g1_i1.fasta	2	450	550	eury_eury_c417_g1_i1,minu_c7966_g1_i1	316,364	571,597	0.553415061296,0.609715242881
eury_eury_c417_g1_i1.fasta	2	464	549	rari_c2239_g1_i1,eury_eury_c417_g1_i1	313,316	569,571	0.550087873462,0.553415061296
eury_eury_c417_g1_i1.fasta	2	372	496	harp_c25355_g1_i1,foca_c30040_g1_i1	287,321	523,529	0.548757170172,0.606805293006
eury_eury_c417_g1_i1.fasta	2	401	523	harp_c25355_g1_i1,minu_c7966_g1_i1	287,364	523,597	0.548757170172,0.609715242881
eury_eury_c417_g1_i1.fasta	2	402	510	rari_c2239_g1_i1,harp_c25355_g1_i1	313,287	569,523	0.550087873462,0.548757170172
eury_eury_c417_g1_i1.fasta	2	426	520	minu_c7966_g1_i1,foca_c30040_g1_i1	364,321	597,529	0.609715242881,0.606805293006
eury_eury_c417_g1_i1.fasta	2	430	528	rari_c2239_g1_i1,foca_c30040_g1_i1	313,321	569,529	0.550087873462,0.606805293006
eury_eury_c417_g1_i1.fasta	2	455	558	rari_c2239_g1_i1,minu_c7966_g1_i1	313,364	569,597	0.550087873462,0.609715242881
cras_c4545_g1_i1++.fasta	2	384	513	harp_c18706_g1_i1,cras_c4545_g1_i1++	294,356	515,574	0.570873786408,0.620209059233
cras_c4545_g1_i1++.fasta	2	469	567	cras_c4545_g1_i1++,minu_c33588_g1_i1	356,370	574,588	0.620209059233,0.62925170068
cras_c4545_g1_i1++.fasta	2	407	541	cras_c4545_g1_i1++,petz_comp28104_c0_seq1	356,334	574,545	0.620209059233,0.612844036697
cras_c4545_g1_i1++.fasta	2	396	550	rari_c5103_g1_i1,cras_c4545_g1_i1++	318,356	557,574	0.57091561939,0.620209059233
cras_c4545_g1_i1++.fasta	2	411	532	cras_c4545_g1_i1++,eury_eury_c10472_g1_i1	356,312	574,536	0.620209059233,0.582089552239
cras_c4545_g1_i1++.fasta	2	434	549	cras_c4545_g1_i1++,foca_c32032_g1_i1	356,370	574,556	0.620209059233,0.665467625899
cras_c4545_g1_i1++.fasta	2	415	535	cras_c4545_g1_i1++,octo_c20016_g1_i1	356,370	574,541	0.620209059233,0.683918669131
cras_c4545_g1_i1++.fasta	2	384	511	harp_c18706_g1_i1,minu_c33588_g1_i1	294,370	515,588	0.570873786408,0.62925170068
cras_c4545_g1_i1++.fasta	2	383	512	harp_c18706_g1_i1,petz_comp28104_c0_seq1	294,334	515,545	0.570873786408,0.612844036697
cras_c4545_g1_i1++.fasta	2	378	508	harp_c18706_g1_i1,rari_c5103_g1_i1	294,318	515,557	0.570873786408,0.57091561939
cras_c4545_g1_i1++.fasta	2	382	497	harp_c18706_g1_i1,eury_eury_c10472_g1_i1	294,312	515,536	0.570873786408,0.582089552239
cras_c4545_g1_i1++.fasta	2	380	510	harp_c18706_g1_i1,foca_c32032_g1_i1	294,370	515,556	0.570873786408,0.665467625899
cras_c4545_g1_i1++.fasta	2	392	511	harp_c18706_g1_i1,octo_c20016_g1_i1	294,370	515,541	0.570873786408,0.683918669131
cras_c4545_g1_i1++.fasta	2	404	544	petz_comp28104_c0_seq1,minu_c33588_g1_i1	334,370	545,588	0.612844036697,0.62925170068
cras_c4545_g1_i1++.fasta	2	406	556	rari_c5103_g1_i1,minu_c33588_g1_i1	318,370	557,588	0.57091561939,0.62925170068
cras_c4545_g1_i1++.fasta	2	420	534	eury_eury_c10472_g1_i1,minu_c33588_g1_i1	312,370	536,588	0.582089552239,0.62925170068
cras_c4545_g1_i1++.fasta	2	423	548	foca_c32032_g1_i1,minu_c33588_g1_i1	370,370	556,588	0.665467625899,0.62925170068
cras_c4545_g1_i1++.fasta	2	406	539	octo_c20016_g1_i1,minu_c33588_g1_i1	370,370	541,588	0.683918669131,0.62925170068
cras_c4545_g1_i1++.fasta	2	397	532	rari_c5103_g1_i1,petz_comp28104_c0_seq1	318,334	557,545	0.57091561939,0.612844036697
cras_c4545_g1_i1++.fasta	2	401	528	eury_eury_c10472_g1_i1,petz_comp28104_c0_seq1	312,334	536,545	0.582089552239,0.612844036697
cras_c4545_g1_i1++.fasta	2	408	542	foca_c32032_g1_i1,petz_comp28104_c0_seq1	370,334	556,545	0.665467625899,0.612844036697
cras_c4545_g1_i1++.fasta	2	392	532	octo_c20016_g1_i1,petz_comp28104_c0_seq1	370,334	541,545	0.683918669131,0.612844036697
cras_c4545_g1_i1++.fasta	2	392	525	rari_c5103_g1_i1,eury_eury_c10472_g1_i1	318,312	557,536	0.57091561939,0.582089552239
cras_c4545_g1_i1++.fasta	2	385	536	rari_c5103_g1_i1,foca_c32032_g1_i1	318,370	557,556	0.57091561939,0.665467625899
cras_c4545_g1_i1++.fasta	2	383	530	rari_c5103_g1_i1,octo_c20016_g1_i1	318,370	557,541	0.57091561939,0.683918669131
cras_c4545_g1_i1++.fasta	2	399	535	eury_eury_c10472_g1_i1,foca_c32032_g1_i1	312,370	536,556	0.582089552239,0.665467625899
cras_c4545_g1_i1++.fasta	2	397	526	eury_eury_c10472_g1_i1,octo_c20016_g1_i1	312,370	536,541	0.582089552239,0.683918669131
cras_c4545_g1_i1++.fasta	2	409	537	foca_c32032_g1_i1,octo_c20016_g1_i1	370,370	556,541	0.665467625899,0.683918669131
harp_c19252_g1_i1.fasta	2	1281	1722	harp_c19252_g1_i1,octo_c23044_g1_i1	926,1208	1745,1854	0.530659025788,0.651564185545
harp_c20201_g2_i1.fasta	2	387	508	octo_c7455_g2_i1,harp_c20201_g2_i1	312,338	511,615	0.610567514677,0.549593495935
eury_eury_c21060_g1_i1.fasta	2	577	748	harp_c20328_g1_i1,eury_eury_c21060_g1_i1	407,488	749,810	0.543391188251,0.602469135802
eury_eury_c21060_g1_i1.fasta	2	568	748	harp_c20328_g1_i1,octo_c50443_g1_i1	407,522	749,790	0.543391188251,0.660759493671
eury_eury_c21060_g1_i1.fasta	2	576	741	harp_c20328_g1_i1,rari_c9827_g1_i1	407,421	749,774	0.543391188251,0.543927648579
eury_eury_c21060_g1_i1.fasta	2	604	788	eury_eury_c21060_g1_i1,octo_c50443_g1_i1	488,522	810,790	0.602469135802,0.660759493671
eury_eury_c21060_g1_i1.fasta	2	590	771	rari_c9827_g1_i1,eury_eury_c21060_g1_i1	421,488	774,810	0.543927648579,0.602469135802
eury_eury_c21060_g1_i1.fasta	2	564	759	rari_c9827_g1_i1,octo_c50443_g1_i1	421,522	774,790	0.543927648579,0.660759493671
cras_c6294_g1_i1++.fasta	2	558	712	petz_comp28053_c0_seq1,minu_c21536_g1_i1	436,432	745,756	0.585234899329,0.571428571429
cras_c6294_g1_i1++.fasta	2	573	712	eury_eury_c2879_g1_i1,minu_c21536_g1_i1	402,432	739,756	0.54397834912,0.571428571429
cras_c6294_g1_i1++.fasta	2	543	717	harp_c21348_g1_i1,minu_c21536_g1_i1	408,432	749,756	0.544726301736,0.571428571429
cras_c6294_g1_i1++.fasta	2	558	711	foca_c4451_g1_i2,minu_c21536_g1_i1	437,432	725,756	0.60275862069,0.571428571429
cras_c6294_g1_i1++.fasta	2	608	710	cras_c6294_g1_i1++,minu_c21536_g1_i1	415,432	714,756	0.581232492997,0.571428571429
cras_c6294_g1_i1++.fasta	2	548	716	octo_c58805_g1_i1,minu_c21536_g1_i1	467,432	737,756	0.633649932157,0.571428571429
cras_c6294_g1_i1++.fasta	2	559	698	rari_c6399_g1_i1,minu_c21536_g1_i1	371,432	723,756	0.513139695712,0.571428571429
cras_c6294_g1_i1++.fasta	2	567	722	petz_comp28053_c0_seq1,eury_eury_c2879_g1_i1	436,402	745,739	0.585234899329,0.54397834912
cras_c6294_g1_i1++.fasta	2	548	727	petz_comp28053_c0_seq1,harp_c21348_g1_i1	436,408	745,749	0.585234899329,0.544726301736
cras_c6294_g1_i1++.fasta	2	545	711	petz_comp28053_c0_seq1,foca_c4451_g1_i2	436,437	745,725	0.585234899329,0.60275862069
cras_c6294_g1_i1++.fasta	2	555	701	petz_comp28053_c0_seq1,cras_c6294_g1_i1++	436,415	745,714	0.585234899329,0.581232492997
cras_c6294_g1_i1++.fasta	2	564	715	petz_comp28053_c0_seq1,octo_c58805_g1_i1	436,467	745,737	0.585234899329,0.633649932157
cras_c6294_g1_i1++.fasta	2	569	699	petz_comp28053_c0_seq1,rari_c6399_g1_i1	436,371	745,723	0.585234899329,0.513139695712
cras_c6294_g1_i1++.fasta	2	575	730	harp_c21348_g1_i1,eury_eury_c2879_g1_i1	408,402	749,739	0.544726301736,0.54397834912
cras_c6294_g1_i1++.fasta	2	549	701	foca_c4451_g1_i2,eury_eury_c2879_g1_i1	437,402	725,739	0.60275862069,0.54397834912
cras_c6294_g1_i1++.fasta	2	566	698	cras_c6294_g1_i1++,eury_eury_c2879_g1_i1	415,402	714,739	0.581232492997,0.54397834912
cras_c6294_g1_i1++.fasta	2	551	717	octo_c58805_g1_i1,eury_eury_c2879_g1_i1	467,402	737,739	0.633649932157,0.54397834912
cras_c6294_g1_i1++.fasta	2	566	696	eury_eury_c2879_g1_i1,rari_c6399_g1_i1	402,371	739,723	0.54397834912,0.513139695712
cras_c6294_g1_i1++.fasta	2	537	704	foca_c4451_g1_i2,harp_c21348_g1_i1	437,408	725,749	0.60275862069,0.544726301736
cras_c6294_g1_i1++.fasta	2	554	702	cras_c6294_g1_i1++,harp_c21348_g1_i1	415,408	714,749	0.581232492997,0.544726301736
cras_c6294_g1_i1++.fasta	2	550	719	octo_c58805_g1_i1,harp_c21348_g1_i1	467,408	737,749	0.633649932157,0.544726301736
cras_c6294_g1_i1++.fasta	2	559	702	harp_c21348_g1_i1,rari_c6399_g1_i1	408,371	749,723	0.544726301736,0.513139695712
